words,links,capital_words,spam_word_count,is_spam
187,0,2,0,0
57,1,2,4,0
140,8,26,8,1
172,9,2,6,1
261,1,3,0,0
410,0,0,2,0
165,2,3,5,0
35,2,3,0,0
276,4,3,1,0
892,5,6,5,1
212,9,26,7,1
59,2,13,9,1
220,5,3,1,0
72,2,0,2,0
731,0,21,3,1
175,2,2,2,0
269,2,1,0,0
199,2,2,0,0
158,2,4,1,0
163,0,0,2,0
231,0,1,2,0
484,2,1,3,0
60,2,3,2,0
765,4,6,10,1
285,2,3,1,0
848,8,0,3,1
306,5,8,0,0
269,2,0,5,0
866,3,15,3,1
183,9,5,9,1
163,6,23,3,1
270,2,1,1,0
142,1,21,0,1
345,0,1,1,0
104,1,3,1,0
871,8,6,6,1
80,0,2,2,0
214,2,0,6,0
156,1,9,1,0
224,1,3,0,0
730,4,15,0,1
431,1,1,2,0
302,2,2,2,0
161,3,3,0,0
37,1,2,2,0
181,1,3,0,0
46,0,7,0,0
169,0,2,1,0
419,8,8,6,1
282,4,26,6,1
97,0,3,0,0
159,6,19,7,1
665,6,23,2,1
210,0,0,1,0
99,0,0,2,0
928,6,10,9,1
126,2,1,2,0
200,2,3,0,0
116,2,24,1,1
997,4,30,3,1
179,2,3,0,0
193,2,2,1,0
375,3,23,9,1
294,0,1,2,0
693,9,26,2,1
353,2,4,2,0
917,2,17,3,1
433,1,2,2,0
118,2,6,8,1
268,2,1,1,0
244,9,4,10,1
144,0,0,9,1
274,4,23,4,1
422,5,23,7,1
583,4,19,4,1
161,3,26,8,1
208,0,0,0,0
731,4,12,10,1
82,5,2,2,0
730,8,20,4,1
94,0,0,0,0
233,0,0,1,0
830,5,29,5,1
357,1,3,1,0
171,4,8,2,0
130,2,11,3,1
656,7,29,5,1
784,4,19,9,1
631,2,30,4,1
134,4,3,1,0
226,2,0,1,0
573,5,27,4,1
533,4,5,5,1
130,2,9,3,1
108,4,16,9,1
121,0,0,2,0
288,5,0,1,0
119,1,11,5,1
988,6,0,3,1
37,1,9,1,0
361,0,3,0,0
187,0,2,2,0
54,1,3,3,0
283,5,3,0,0
158,9,25,9,1
177,4,22,2,1
107,10,11,1,1
30,4,1,1,0
303,8,23,8,1
268,5,5,6,1
115,1,3,1,0
275,0,1,3,0
183,4,2,3,0
253,2,6,2,0
97,2,2,0,0
165,2,3,0,0
136,9,10,3,1
88,4,0,1,0
109,2,5,2,1
100,2,10,2,1
959,3,28,4,1
92,1,2,0,0
93,2,1,2,0
80,0,30,2,1
224,1,0,2,0
162,2,4,0,0
188,1,3,0,0
890,10,28,8,1
531,3,17,7,1
466,0,28,9,1
152,3,20,2,1
170,2,11,10,1
641,1,8,7,1
297,5,2,0,0
184,5,27,10,1
45,0,2,2,0
291,1,2,4,0
131,0,10,4,1
547,1,14,3,1
202,2,3,0,0
174,4,7,2,0
742,6,23,6,1
145,1,2,0,0
300,5,3,6,1
212,2,3,1,0
39,2,3,2,0
129,1,3,4,0
454,2,0,5,0
773,7,1,4,1
454,4,15,2,1
807,7,3,7,1
195,4,3,8,1
60,0,0,0,0
493,3,1,4,0
380,4,4,7,1
863,2,22,10,1
190,3,2,4,0
79,4,25,6,1
269,0,15,5,1
162,9,21,4,1
132,5,3,1,0
50,1,3,0,0
436,10,10,1,1
28,1,2,0,0
199,2,2,0,0
637,2,27,6,1
350,9,7,1,1
707,3,23,8,1
33,2,1,1,0
640,4,2,0,1
127,2,0,4,0
591,1,18,9,1
269,0,1,2,0
178,3,20,3,1
196,0,3,4,0
480,4,28,9,1
270,2,2,4,0
133,0,20,6,1
59,0,20,7,1
319,1,3,2,0
57,2,0,5,0
154,2,3,5,0
331,3,1,5,1
213,2,10,4,0
152,5,23,6,1
186,1,4,2,0
187,2,0,2,0
446,0,4,2,0
140,0,2,1,0
91,3,3,0,0
89,1,2,1,0
199,2,0,4,1
119,1,0,3,0
699,4,11,10,1
209,0,2,2,0
26,1,2,3,0
716,4,9,8,1
31,0,8,4,0
414,3,26,10,1
256,4,3,8,1
100,3,21,1,1
167,5,3,1,0
277,1,6,4,1
626,7,4,4,1
129,1,1,2,0
754,2,12,5,1
261,1,4,1,0
73,9,5,0,1
139,5,3,2,0
217,3,18,9,1
613,8,12,8,1
173,2,1,1,0
210,3,2,2,0
753,8,11,8,1
390,2,3,6,0
35,1,0,2,0
66,0,1,0,0
50,2,23,7,1
602,10,30,5,1
252,2,26,6,1
638,6,21,1,1
162,0,0,0,0
93,4,0,6,0
686,8,14,10,1
275,0,9,1,0
110,1,2,0,0
238,0,10,0,0
240,1,1,1,0
290,0,1,0,0
352,2,0,5,0
42,2,3,2,0
201,2,1,2,0
160,2,2,0,0
241,2,10,2,0
188,2,2,1,0
170,6,25,1,1
237,6,0,5,1
257,1,8,0,0
56,0,3,1,0
839,6,0,8,1
990,4,2,3,1
777,5,0,7,1
121,2,10,3,1
737,2,4,7,1
174,1,0,4,1
56,10,2,4,1
699,7,7,6,1
279,2,2,5,0
97,8,9,4,1
610,8,20,5,1
678,3,22,3,1
538,3,20,5,1
214,2,0,0,0
137,2,0,0,0
341,4,8,2,0
238,2,2,1,0
588,7,12,4,1
151,4,10,1,0
32,1,3,1,0
246,0,1,2,0
23,3,0,1,0
880,1,17,7,1
249,5,2,2,0
281,2,11,6,1
240,1,2,1,0
88,7,24,7,1
330,2,0,2,1
475,5,8,3,1
911,3,18,8,1
79,0,3,2,0
252,0,2,4,0
189,1,2,1,0
245,4,8,1,0
126,4,3,1,0
147,1,3,0,0
944,10,15,6,1
364,6,20,3,1
207,2,2,2,0
158,2,21,1,1
90,8,23,6,1
775,5,12,2,1
295,2,23,4,1
152,2,1,6,0
93,0,0,4,0
127,2,2,5,0
296,2,1,2,0
61,0,10,3,0
71,0,0,2,0
134,2,16,2,1
372,9,21,5,1
273,2,3,2,0
213,2,3,3,0
220,2,0,1,0
170,2,1,2,0
846,2,23,1,1
195,2,1,1,0
476,2,1,9,1
884,9,30,10,1
41,0,3,2,0
402,3,4,10,1
247,8,8,8,1
175,2,3,1,0
293,1,3,0,0
174,0,2,1,0
84,4,2,2,0
506,10,9,10,1
997,6,6,7,1
170,5,1,0,0
99,0,1,1,0
371,0,1,3,1
170,0,3,1,0
205,0,2,1,0
32,2,1,4,0
193,2,0,0,0
289,3,3,3,0
298,2,6,1,0
107,0,2,0,0
218,2,2,1,0
156,2,2,5,0
73,1,1,2,0
118,9,10,5,1
282,0,5,6,0
205,1,2,0,0
483,0,2,6,0
138,2,3,7,1
253,2,0,1,0
158,1,2,2,0
272,1,1,2,0
303,2,12,9,1
484,0,28,4,1
753,1,5,3,1
474,1,2,2,0
175,1,3,1,0
762,2,25,2,1
69,0,3,1,0
302,0,11,7,1
297,4,21,7,1
241,5,26,3,1
865,4,1,10,1
26,3,2,5,0
122,1,3,1,0
69,1,1,2,0
905,4,11,8,1
988,3,14,4,1
214,4,19,9,1
489,5,28,0,1
138,7,28,4,1
720,5,9,3,1
935,9,8,3,1
128,2,3,1,0
257,0,2,0,0
205,1,0,5,0
461,1,2,0,0
695,3,25,10,1
735,10,29,1,1
280,0,7,0,0
148,0,0,2,0
205,5,16,7,1
209,0,2,1,0
254,4,4,8,1
32,0,3,1,0
90,7,17,8,1
189,2,26,1,1
126,0,0,1,0
116,2,5,0,0
162,4,25,6,1
388,1,9,8,1
252,1,2,2,0
151,2,1,0,0
490,0,1,6,0
935,5,18,9,1
90,2,1,1,0
236,8,19,7,1
430,8,16,3,1
207,0,2,0,0
555,2,17,3,1
231,1,3,4,0
211,1,0,2,0
110,0,3,1,0
712,7,23,10,1
244,2,1,7,1
686,6,20,7,1
21,0,2,1,0
745,2,10,8,1
242,1,0,0,0
812,7,11,6,1
30,0,2,4,0
261,2,2,2,0
226,0,3,0,0
169,8,25,9,1
168,1,0,1,0
226,0,0,4,0
220,9,24,2,1
705,9,23,9,1
531,0,6,3,1
161,0,1,2,0
442,0,23,5,1
323,9,20,7,1
420,0,11,4,1
133,3,20,1,1
715,2,14,7,1
62,10,1,9,1
425,0,2,1,0
961,2,23,6,1
204,0,3,1,0
349,8,7,2,1
474,8,23,6,1
750,8,5,10,1
133,0,10,2,0
290,1,7,1,0
758,10,26,0,1
72,1,1,2,0
725,8,3,9,1
158,2,8,3,1
146,1,3,2,0
473,1,0,1,0
848,2,1,4,1
182,1,0,1,0
180,10,23,6,1
248,2,1,2,0
271,2,2,0,0
205,0,0,1,0
197,6,14,4,1
101,2,3,1,0
111,1,1,1,0
106,1,0,2,0
145,1,5,5,0
109,2,1,2,0
238,3,11,9,1
221,0,2,1,0
758,2,21,3,1
893,9,6,10,1
593,5,3,10,1
89,10,28,4,1
383,4,15,5,1
212,10,6,3,1
589,3,24,5,1
200,2,6,0,0
39,2,5,1,0
293,2,1,1,0
147,4,6,3,1
167,3,29,3,1
122,1,1,1,0
207,0,8,1,0
417,4,4,8,1
119,0,3,1,0
154,2,1,2,0
88,9,27,6,1
93,1,5,2,0
251,1,1,0,0
517,6,19,4,1
961,9,30,6,1
202,3,8,6,1
175,1,1,0,0
893,2,12,9,1
79,2,8,5,0
316,8,22,4,1
476,0,1,2,0
336,0,22,3,1
212,0,0,2,0
427,0,29,4,1
114,0,2,0,0
292,1,0,1,0
415,6,29,6,1
71,2,8,2,0
547,3,2,3,1
200,1,0,0,0
612,6,9,0,1
285,1,2,1,0
185,1,0,7,1
207,0,0,2,0
308,1,3,6,0
805,10,3,1,1
210,0,3,0,0
299,0,8,0,0
117,2,3,4,0
599,7,9,9,1
151,1,2,6,0
79,4,0,2,0
56,3,1,5,1
234,4,29,5,1
154,3,27,0,1
188,1,7,0,0
281,1,2,1,0
140,8,25,7,1
170,8,23,4,1
292,5,2,1,0
694,3,23,5,1
251,1,0,0,0
273,2,26,6,1
283,2,0,3,0
230,2,1,1,0
432,2,2,4,0
540,8,0,8,1
314,7,24,2,1
68,1,1,2,0
188,0,1,0,0
34,0,0,2,0
443,0,3,1,0
213,0,0,2,0
122,2,2,2,0
167,2,12,7,1
141,2,2,1,0
129,2,21,7,1
91,5,4,4,1
352,5,23,4,1
60,4,0,0,0
89,2,1,0,0
900,9,6,6,1
170,10,26,6,1
58,2,2,6,0
76,3,19,7,1
77,5,2,1,0
995,10,7,9,1
833,1,19,7,1
495,10,30,10,1
796,3,25,2,1
496,2,3,0,0
56,0,3,2,0
416,2,0,2,0
468,1,4,1,0
151,9,23,6,1
40,1,5,0,0
308,4,1,1,1
560,3,23,9,1
247,0,1,4,0
383,8,0,0,1
180,1,4,1,0
213,1,3,0,0
262,2,2,2,0
173,9,11,1,1
405,1,1,2,0
610,4,25,3,1
230,0,1,0,0
636,9,9,6,1
233,0,3,2,0
121,5,3,0,0
169,2,0,2,0
57,1,10,2,0
284,1,1,0,0
172,3,2,2,0
88,1,5,1,0
790,9,13,1,1
39,0,0,2,0
867,2,1,8,1
405,1,3,2,0
84,2,2,2,0
233,1,2,0,0
662,4,13,8,1
475,0,0,2,0
48,5,9,1,0
867,8,26,10,1
717,5,30,4,1
78,6,21,3,1
717,8,22,7,1
70,2,3,0,0
270,2,2,2,0
205,7,13,7,1
244,0,0,0,0
68,8,2,8,1
143,2,1,1,0
202,1,5,3,0
390,7,26,5,1
925,3,23,2,1
759,2,1,2,1
173,10,22,8,1
196,1,1,2,0
163,2,3,0,0
859,1,28,5,1
448,2,11,0,1
723,7,13,10,1
139,1,0,1,0
79,1,3,3,0
283,2,3,5,0
275,0,8,4,0
117,2,29,9,1
149,3,25,6,1
119,2,10,1,0
171,4,3,0,0
676,4,9,4,1
42,1,1,2,0
103,0,0,1,0
967,3,28,3,1
84,2,0,3,1
343,10,21,9,1
415,2,3,1,0
244,3,1,2,0
133,1,5,0,0
129,9,5,3,1
260,2,2,0,0
294,2,3,3,0
528,2,12,0,1
739,6,30,6,1
123,2,2,0,0
239,0,4,2,0
155,2,25,8,1
53,2,16,6,1
118,0,1,5,1
254,8,5,5,1
951,0,14,5,1
82,0,24,6,1
54,5,12,7,1
83,0,3,2,0
240,5,19,9,1
171,1,2,0,0
113,2,9,2,0
174,1,4,2,0
247,1,3,0,0
290,0,1,1,0
109,2,10,0,1
560,1,3,8,1
750,2,13,6,1
193,2,3,1,0
224,5,3,1,0
190,4,5,3,1
972,8,1,8,1
250,2,0,1,0
606,10,17,7,1
299,1,8,2,0
179,0,2,0,0
473,10,11,4,1
313,10,28,10,1
30,5,3,1,0
149,2,8,0,0
438,4,1,0,0
168,3,21,3,1
294,4,15,9,1
473,4,12,9,1
174,6,29,5,1
92,1,1,1,0
832,8,2,10,1
204,2,2,2,0
287,5,14,10,1
756,3,28,9,1
923,4,20,5,1
909,8,13,7,1
119,2,0,5,0
975,5,27,5,1
344,9,1,1,1
677,4,25,3,1
489,6,15,6,1
481,7,6,4,1
69,0,2,2,0
137,3,3,2,0
114,0,0,3,0
180,2,0,1,0
294,1,0,1,0
63,1,0,2,0
338,2,2,0,0
398,2,3,4,0
167,5,1,1,0
112,3,12,3,1
200,2,1,2,0
102,1,1,1,0
198,2,9,2,0
61,1,2,2,0
217,0,1,1,0
70,2,0,1,0
81,1,8,0,0
21,1,7,3,0
440,4,4,2,0
402,1,1,1,0
140,0,3,2,0
722,10,17,1,1
122,4,0,4,0
458,9,16,5,1
302,9,22,8,1
290,2,2,2,0
116,2,3,1,0
811,8,27,10,1
159,2,9,2,0
757,7,19,6,1
60,0,2,1,0
48,2,9,1,0
935,8,12,5,1
419,1,2,0,0
45,2,0,1,0
297,2,0,2,0
89,5,15,9,1
224,0,3,2,0
877,9,20,5,1
370,0,2,2,0
166,1,2,4,0
211,5,3,1,0
962,10,24,3,1
472,9,20,1,1
212,5,1,3,0
980,2,9,9,1
910,1,7,4,1
224,2,3,2,0
337,0,9,0,0
205,4,3,3,1
69,3,29,3,1
255,2,1,1,0
539,4,4,3,1
117,1,3,2,0
208,5,3,0,0
171,1,7,0,0
255,2,3,2,0
988,8,16,2,1
278,0,1,4,0
139,8,2,0,1
423,1,0,0,0
430,8,18,6,1
33,0,1,1,0
981,3,13,7,1
301,9,6,7,1
900,3,13,3,1
405,10,14,5,1
262,5,6,0,1
97,1,2,0,0
137,10,2,2,1
788,3,10,3,1
401,0,1,0,0
214,0,3,1,0
129,3,30,1,1
165,1,0,0,0
74,0,2,0,0
260,1,1,1,0
178,2,18,5,1
36,3,0,2,0
106,2,5,10,1
823,5,9,9,1
821,8,7,7,1
113,10,9,6,1
247,2,0,1,0
456,7,24,9,1
770,0,15,7,1
318,2,3,0,0
965,10,10,8,1
104,3,3,8,1
289,0,0,0,0
835,5,18,10,1
493,9,6,9,1
72,9,25,3,1
73,4,3,0,0
239,0,1,2,0
642,5,6,6,1
223,0,0,2,0
306,2,7,0,0
132,0,0,1,0
180,9,3,10,1
765,6,9,7,1
226,0,25,8,1
479,2,2,5,0
94,3,2,2,0
130,8,10,3,1
162,5,23,8,1
288,5,3,0,0
208,2,15,0,1
149,1,0,0,0
100,7,20,5,1
178,0,9,6,0
689,10,21,1,1
235,0,1,3,0
992,9,18,3,1
107,2,0,2,0
913,8,3,8,1
590,2,30,8,1
694,5,24,4,1
331,2,2,4,0
260,1,2,2,0
167,0,9,1,0
90,3,7,5,1
715,6,26,5,1
156,1,0,2,0
195,1,0,0,0
849,2,10,5,1
312,3,3,2,0
625,3,2,10,1
247,2,2,0,0
957,1,9,2,1
923,2,26,10,1
589,8,20,6,1
60,3,25,9,1
425,6,2,5,1
145,1,3,2,0
384,1,12,6,1
266,1,3,2,0
653,9,30,9,1
92,1,7,0,0
401,4,20,7,1
142,9,8,8,1
121,7,5,8,1
757,9,12,7,1
142,0,0,2,0
281,1,1,0,0
357,6,15,7,1
699,3,5,3,1
784,4,12,10,1
278,2,3,1,0
239,1,1,2,0
231,4,6,10,1
240,0,2,0,0
57,5,12,7,1
239,1,0,3,0
32,0,4,2,0
268,0,0,0,0
121,10,23,7,1
102,4,27,10,1
30,1,3,0,0
209,1,2,0,0
262,1,0,0,0
299,8,0,10,1
78,0,7,1,0
199,10,15,4,1
503,5,20,6,1
135,2,2,1,0
22,5,1,0,0
138,0,10,9,1
197,5,0,5,0
822,2,10,8,1
180,1,1,2,0
60,6,7,8,1
176,4,5,5,1
110,6,10,8,1
59,1,0,1,0
56,10,7,4,1
396,4,11,7,1
309,2,26,7,1
245,0,2,3,0
174,1,3,2,0
710,0,26,4,1
162,4,1,4,0
68,2,3,2,0
183,5,23,0,1
979,5,1,7,1
204,2,3,0,0
166,0,9,0,0
62,1,1,0,0
872,7,11,7,1
216,0,2,2,0
92,3,29,10,1
202,1,1,2,0
35,0,1,0,0
628,2,15,4,1
187,4,9,5,1
201,2,9,2,0
184,6,13,3,1
184,1,2,0,0
891,9,28,0,1
297,0,2,2,0
973,9,27,9,1
745,2,5,7,1
179,5,7,8,1
232,0,4,8,1
254,4,18,9,1
739,2,23,10,1
498,8,17,10,1
737,2,22,1,1
231,1,20,5,1
237,3,0,6,0
284,2,6,1,0
264,0,0,2,0
172,2,1,1,0
291,4,1,10,1
352,0,1,2,0
984,6,20,4,1
218,2,2,0,0
376,4,30,10,1
522,9,16,10,1
710,8,12,9,1
286,3,2,2,0
406,6,13,1,1
76,1,15,4,1
26,2,1,1,0
966,10,20,10,1
418,1,21,6,1
281,0,30,4,1
169,1,2,6,0
387,1,3,0,0
231,3,9,9,1
233,4,8,2,0
520,9,8,10,1
429,2,1,4,0
341,6,28,6,1
385,2,1,2,0
106,0,3,0,0
181,2,2,0,0
876,7,0,8,1
166,1,2,0,0
496,2,2,2,0
110,9,12,0,1
67,1,3,1,0
846,3,22,7,1
217,1,1,2,0
494,1,2,0,0
131,1,2,4,0
225,0,3,6,0
83,2,23,3,1
60,1,3,0,0
137,2,2,2,0
62,0,1,1,0
273,4,6,8,1
243,1,5,2,0
118,1,1,2,0
849,1,10,0,1
849,7,0,4,1
238,1,7,2,0
25,2,7,0,0
174,0,24,4,1
179,4,13,10,1
221,1,0,0,0
260,3,2,1,0
197,7,0,10,1
560,9,11,0,1
113,0,3,2,0
238,1,0,0,0
217,8,0,10,1
586,10,29,2,1
159,2,2,1,0
28,0,1,0,0
424,10,1,7,1
889,3,16,8,1
868,9,14,5,1
176,2,1,2,0
468,7,20,0,1
157,2,2,8,1
953,8,9,4,1
132,3,9,9,1
220,3,13,3,1
714,10,19,3,1
51,7,9,9,1
680,4,8,0,1
51,3,3,0,0
51,1,2,0,0
637,8,26,10,1
431,9,21,2,1
600,8,15,6,1
870,7,1,10,1
958,2,19,4,1
161,4,4,1,1
66,2,0,6,0
125,4,6,10,1
142,0,2,0,0
236,0,1,3,0
259,0,0,1,0
139,1,0,3,0
454,9,27,9,1
95,5,1,0,0
703,9,27,3,1
75,0,2,10,1
188,7,10,7,1
128,2,8,3,1
262,2,0,0,0
417,5,13,8,1
375,1,6,1,0
138,9,5,9,1
140,1,3,4,0
560,5,17,3,1
221,0,6,1,0
54,0,3,1,0
116,1,5,0,0
235,10,5,2,1
130,2,3,0,0
571,10,16,4,1
213,1,3,0,0
188,2,1,2,0
709,4,0,3,1
397,2,11,1,1
183,3,30,0,1
475,7,15,10,1
111,2,0,2,0
414,1,1,0,0
433,4,3,10,1
691,3,26,3,1
153,0,3,1,0
39,1,2,0,0
374,10,30,5,1
192,1,0,2,0
219,1,8,0,0
96,1,0,0,0
191,6,19,8,1
210,3,5,9,1
832,1,5,3,1
983,5,4,7,1
992,1,18,1,1
394,9,3,8,1
336,4,2,0,0
105,1,2,1,0
197,0,1,2,0
898,2,3,7,1
499,4,0,1,1
146,4,12,7,1
141,0,12,4,1
166,0,1,3,0
345,3,3,1,0
284,0,3,6,0
795,4,9,6,1
397,1,1,2,0
546,10,10,3,1
133,0,1,1,0
244,2,2,4,0
940,2,9,2,1
260,0,3,5,0
143,8,30,6,1
163,0,7,1,0
269,0,0,0,0
170,6,27,7,1
184,0,18,5,1
226,2,2,0,0
241,2,3,1,0
54,2,1,1,0
371,2,9,5,1
196,10,1,8,1
314,0,2,0,0
175,1,13,6,1
339,2,1,2,0
229,0,1,2,0
108,4,3,0,0
184,2,0,2,0
173,2,18,6,1
227,3,1,1,0
290,4,0,0,0
192,1,1,1,0
531,3,25,3,1
683,7,30,4,1
166,0,0,2,0
266,2,5,4,0
73,5,0,3,1
273,0,1,2,0
676,5,24,5,1
272,0,1,2,0
329,1,2,1,0
197,9,6,3,1
341,2,19,8,1
644,2,16,2,1
195,9,14,0,1
579,3,7,10,1
515,7,29,2,1
184,2,1,1,0
706,0,17,6,1
161,5,27,6,1
211,1,9,0,0
630,5,5,4,1
92,1,0,1,0
810,7,8,9,1
234,1,3,1,0
272,10,8,4,1
404,1,2,6,0
643,5,27,6,1
285,0,1,0,0
237,1,1,1,0
412,1,2,2,0
58,4,3,2,0
392,7,10,2,1
973,5,21,8,1
97,2,2,2,0
277,3,0,1,0
653,6,21,2,1
256,2,3,1,0
445,2,3,2,0
472,2,1,2,0
27,0,2,0,0
114,8,6,9,1
125,1,0,0,0
228,1,0,0,0
374,4,18,8,1
895,4,22,2,1
428,1,0,1,0
216,2,3,2,0
147,0,0,1,0
321,6,23,8,1
325,1,0,2,0
355,5,13,4,1
210,0,1,1,0
956,9,10,10,1
87,0,0,1,0
229,2,3,0,0
824,2,20,4,1
867,1,3,4,1
689,10,27,9,1
794,2,11,9,1
813,9,11,0,1
140,0,2,1,0
163,0,3,4,0
151,1,3,2,0
434,0,1,4,0
96,2,0,1,0
22,0,3,3,0
311,1,8,5,1
121,6,20,9,1
486,9,27,3,1
225,2,1,2,0
72,2,17,1,1
160,9,0,3,1
273,0,0,2,0
514,9,7,7,1
482,3,16,6,1
124,2,3,1,0
340,0,2,2,0
56,4,30,8,1
48,1,1,0,0
26,0,0,0,0
239,2,2,2,0
275,2,0,2,0
982,6,8,8,1
51,2,6,3,1
948,8,2,8,1
210,3,5,0,0
446,6,7,9,1
216,1,0,1,0
20,2,3,0,0
291,1,3,1,0
70,7,1,8,1
